,col
627,4725.8525
628,4803.41
629,5040.235500000001
630,5288.2970000000005
631,5464.091
632,5569.236000000001
633,5767.7705000000005
634,6064.264999999999
635,6450.7715
636,6816.8385
637,6671.1175
638,6460.368
639,6287.6085
640,6353.7725
641,6603.7045
642,6871.36
643,6693.488
644,6430.9465
645,6174.2255000000005
646,5714.353
647,5302.6455000000005
648,5114.93
649,5018.421
650,4876.4205
651,4867.198
652,5079.6035
653,4998.554
654,5187.028
655,5535.25
656,5537.717500000001
657,5686.9349999999995
658,6016.4265
659,6243.2595
660,6397.6205
661,6492.1355
662,6447.262500000001
663,6317.62
664,6227.0885
665,6333.9155
666,6404.586
667,6456.8615
668,6517.8330000000005
669,6223.436
670,5854.667
671,5681.286
672,5706.092500000001
673,5640.168
674,5682.567499999999
675,5808.014499999999
676,5576.397999999999
677,5461.5415
678,5510.107
679,5436.4605
680,5241.017
681,3399.844
682,5114.05
683,5456.758
684,5771.686
685,5746.4755000000005
686,5504.1810000000005
687,5209.7135
688,4658.3505000000005
689,4338.3447
690,4026.0523000000003
691,3846.1635
692,3687.255
693,3474.413
694,3270.174
695,3202.73
696,3125.7885
697,3092.9635
698,3145.0585
699,3127.049
700,3023.0005
701,3218.032
702,3505.0420000000004
703,3615.5685000000003
704,3556.6605
705,3632.438
706,3881.6735
707,4123.3175
708,4320.7775
709,4346.280000000001
710,4402.7945
711,4353.675499999999
712,4535.113
713,4938.1025
714,5113.5865
715,5475.518
716,5236.4255
717,5055.7955
718,5167.2305
719,5270.8105
720,5156.0215
721,5201.808999999999
722,5434.317
723,5595.460999999999
724,5741.554
725,5630.442999999999
726,5604.012000000001
727,5720.907
728,5749.713
729,5762.094
730,5899.3045
731,6124.503000000001
732,6420.8325
733,6429.7995
734,6255.7905
735,5812.923000000001
736,5410.187
737,5153.476000000001
738,4965.9575
739,4760.136
740,4662.477000000001
741,4931.595499999999
742,5305.454
743,5599.505999999999
744,5758.4619999999995
745,5824.613
746,5735.945
747,5686.7405
748,5680.366
749,5759.2195
750,5820.3189999999995
751,6031.817499999999
752,6100.068499999999
753,6152.152
754,6437.9545
755,6665.3325
756,6785.4295
757,6678.6675
758,6532.2585
759,6501.0855
760,6336.68
761,6260.152
762,6138.344
763,6257.201499999999
764,6213.53
765,6108.0625
766,6001.5380000000005
767,5873.687
768,5724.3765
769,5476.1630000000005
770,5203.3075
771,4952.222
772,4576.466
773,4321.2865
774,4117.2535
775,3437.6315000000004
776,2923.5945
777,2623.4530000000004
778,2236.8835
779,1947.2645
780,1729.2435
781,1577.5425
782,1363.6635
783,1136.15
784,957.8705
785,861.0915
786,796.4970000000001
787,708.3965000000001
788,717.914
789,762.3399999999999
790,795.658
791,835.6075000000001
792,864.925
793,906.4515
794,991.444
795,835.9045
796,814.6285
797,740.6775
798,686.6524999999999
799,786.472
800,956.6415
801,1113.5635
802,1467.5445
803,1608.0945000000002
804,1763.871
805,1877.806
806,2029.2375000000002
807,2038.2465000000002
808,1957.152
809,1968.1039999999998
810,1924.8535000000002
811,1828.699
812,1822.9665
813,1718.5415
814,1658.1039999999998
815,1536.594
816,1530.142
817,1443.0259999999998
818,1486.3780000000002
819,1349.263
820,1203.2175
821,1127.4245
822,1125.6105
823,1120.0535
824,1167.574
825,1148.1275
826,1140.3255
827,1226.6095
828,1279.261
829,1224.5435
830,1263.027
831,1205.9189999999999
832,1081.2930000000001
833,1011.182
834,1036.7945
835,1042.1425
836,1038.283
837,1092.254
838,1087.624
839,1146.5205
840,1259.769
841,1380.6985
842,1385.9555
843,1392.2035
844,1382.492
845,1419.6705
846,1454.214
847,1536.338
848,1658.7635
849,1629.025
850,1661.7917499999999
851,1722.7465
852,1790.2755000000002
853,1795.8835
854,1785.146
855,1748.774
856,1682.1550000000002
857,1728.241
858,1707.6219999999998
859,1693.7060000000001
860,1711.6405
861,1712.3145
862,1723.1667499999999
863,1626.8835
864,1496.161
865,1546.5610000000001
866,1551.2044999999998
867,1543.134
868,1817.383
869,2005.1785
870,2199.7725
871,2465.956
872,2684.2740000000003
873,2673.323
874,2753.6814999999997
875,2847.181
876,3515.5600000000004
877,3622.117
878,3695.2470000000003
879,3660.5029999999997
880,3424.188
881,3329.6684999999998
882,3088.469
883,3032.8509999999997
884,3151.8655
885,3092.063
886,3026.235
887,2941.942
888,2846.3235
889,2730.9945
890,2576.607
891,2433.72
892,2092.4465
893,1876.223
894,1680.8960000000002
895,1547.2559999999999
896,1390.863
897,1298.5819999999999
898,1199.209
899,1203.434
900,1398.5655000000002
901,1796.2475
902,1631.942
903,2659.0474999999997
904,3005.883
905,3394.0370000000003
906,3708.3684999999996
907,4028.451
908,4130.441
909,4004.67
910,3800.4844999999996
911,3609.0564999999997
912,3196.548
913,2986.2115
914,2845.9555
915,2746.556
916,2413.4089999999997
917,2283.7335000000003
918,2058.8215
919,2084.7125
920,2170.246
921,2101.197
922,2033.996
923,2267.942
924,2501.2425
925,2818.8689999999997
926,2903.919
927,2705.812
928,2650.79
929,2721.469
930,2957.822
931,3252.17
932,3428.5355
933,3532.16
934,3428.31
935,3491.4395
936,3367.626
937,3099.5035
938,3075.3905
939,3347.509
940,3517.677
941,3948.1319999999996
942,4317.2225
943,4439.469
944,4453.5095
945,4377.513000000001
946,4274.8215
947,4274.7625
948,4404.883
949,4408.039000000001
950,4147.7415
951,3919.6565
952,3492.0505000000003
953,3030.3615
954,2855.4565000000002
955,2685.2535
956,2670.083
957,2612.6414999999997
958,2681.9555
959,2901.0519999999997
960,3391.91
961,4246.8465
962,4765.778
963,4706.0355
964,4575.5645
965,4372.4375
966,4708.495
967,4718.914500000001
968,5394.0064999999995
969,5543.4445
970,5136.904
971,4879.465
972,4925.5005
973,4563.7775
974,4114.746999999999
975,3479.7205
976,2946.6445000000003
977,2466.8104999999996
978,2138.1985
979,2344.1059999999998
980,2229.7765
981,2552.8925
982,3010.08
983,3930.8645
984,4289.7125
985,4731.0035
986,4864.1085
987,4933.4625
988,4894.295
989,4884.7505
990,4790.843500000001
991,4644.7455
992,4809.0765
993,4921.9725
994,5223.382
995,5577.687
996,5681.839
997,6043.16
998,4652.151
999,4567.016
1000,5801.8825
1001,5326.057000000001
1002,5085.657999999999
1003,5005.9085
1004,4802.97
1005,4712.235500000001
1006,4638.04
1007,4568.4205
1008,4567.1275000000005
1009,4431.702499999999
1010,4299.9825
1011,4141.525
1012,4249.1224999999995
1013,4185.729
1014,4214.644
1015,4070.751
1016,4020.0280000000002
1017,4027.401
1018,4019.5644999999995
1019,3997.483
1020,4112.343
1021,4135.9775
1022,3847.3415
1023,3445.2935
1024,3240.2110000000002
1025,3366.9275
1026,3976.9915
1027,4476.0645
1028,5050.827499999999
1029,5364.199500000001
1030,5471.51
1031,5628.4515
1032,5553.17
1033,5509.6085
1034,5580.967000000001
1035,5659.0
1036,5640.8585
1037,5814.3265
1038,5719.9025
1039,5215.4259999999995
1040,4509.296
1041,3956.8805
1042,4088.214
1043,4097.7525000000005
1044,4082.4235
1045,3690.5145
1046,3486.299
1047,3221.8745
1048,3018.8419999999996
1049,2794.8509999999997
1050,2641.572
1051,2611.866
1052,2667.313
1053,2723.5185
1054,2953.252
1055,2915.79
1056,3105.1059999999998
1057,3548.7309999999998
1058,4113.7065
1059,4680.977
1060,5055.254
1061,5156.698
1062,5530.666
1063,5992.360000000001
1064,5936.8495
1065,5750.065
1066,6133.211499999999
1067,6376.755999999999
1068,6540.3675
1069,6782.9795
1070,6805.8
1071,6837.182000000001
1072,6406.368
1073,5545.6875
1074,4975.3955000000005
1075,4813.942
1076,4813.091
1077,4740.7474999999995
1078,4841.136
1079,5154.322
1080,5008.7080000000005
1081,4715.485
1082,4672.8925
1083,5285.728
1084,5158.9335
1085,5029.7485
1086,5273.791
1087,5647.0825
1088,5786.0740000000005
1089,5984.9525
1090,6516.682000000001
1091,6880.5675
1092,7186.8255
1093,7245.4055
1094,7040.1455
1095,6866.485500000001
1096,6438.472
1097,6102.34
1098,5562.851000000001
1099,5845.661
1100,5619.4215
1101,5511.4915
1102,5360.8135
1103,5389.585
1104,5210.183999999999
1105,5049.279
1106,5032.088
1107,4609.2865
1108,4282.3315
1109,4053.286
1110,3986.2945
1111,3740.8514999999998
1112,3521.122
1113,3240.1295
1114,3023.881
1115,3002.574
1116,3221.46
1117,3248.4444999999996
1118,3368.2375
1119,3346.413
1120,3400.7340000000004
1121,3620.8905
1122,4036.5780000000004
1123,4252.407999999999
1124,4692.6939999999995
1125,4603.5599999999995
1126,4679.2235
1127,4273.540000000001
1128,3946.6935
1129,3748.8385
1130,3508.3005000000003
1131,3041.809
1132,2770.486
1133,2346.1310000000003
1134,2109.312
1135,2069.4269999999997
1136,2050.088
1137,1998.5925000000002
1138,2027.2545
1139,2124.4575
1140,2246.995
1141,2209.234
1142,2024.7435
1143,1831.1045
1144,1572.6750000000002
1145,1358.2325
1146,1314.4275
1147,1131.9155
1148,1057.352
1149,1003.024
1150,964.925
1151,912.934
1152,860.1135
1153,902.2194999999999
1154,859.96
1155,885.9835
1156,845.013
1157,851.1510000000001
1158,837.7255
1159,910.8965000000001
1160,1004.5995
1161,1059.8535000000002
1162,1101.629
1163,1160.8674999999998
1164,1261.8785
1165,1224.4205
1166,1251.0990000000002
1167,1377.596
1168,1564.5810000000001
1169,1626.9435
1170,1683.487
1171,1674.318
1172,1664.4285
1173,1558.3474999999999
1174,1471.2530000000002
1175,1545.504
1176,1457.7984999999999
1177,1448.0665
1178,1452.435
1179,1477.511
1180,1460.1885
1181,1536.5825
1182,1612.768
1183,1581.9375
1184,1490.0695
1185,1430.1805
1186,1521.083
1187,1495.391
1188,1589.499
1189,1665.5385
1190,1562.8315
1191,1328.469
1192,1149.9785000000002
1193,983.1914999999999
1194,894.591
1195,978.333
1196,1124.858
1197,1570.0014999999999
1198,2041.412
1199,2599.0905000000002
1200,3208.135
1201,3331.5005
1202,3303.727
1203,3441.553
1204,3481.3395
1205,3493.3045
1206,3620.3745
1207,3766.6679999999997
1208,3828.522
1209,3638.5820000000003
1210,3527.0905000000002
1211,3661.3905000000004
1212,3648.208
1213,3772.1575000000003
1214,3522.08
1215,3188.2535
1216,2752.6234999999997
1217,2548.8185000000003
1218,2292.151
1219,2010.875
1220,1711.329
1221,1522.587
1222,1329.6985
1223,1184.549
1224,1081.893
1225,1013.8054999999999
1226,796.5450000000001
1227,768.09
1228,749.721
1229,723.9235
1230,675.9514999999999
1231,604.515
1232,548.7919999999999
1233,526.905
1234,513.734
1235,520.682
1236,539.5655
1237,545.9525
1238,561.572
1239,594.2764999999999
1240,616.3154999999999
1241,617.7345
1242,682.3420000000001
1243,784.9755
1244,966.2719999999999
1245,1121.5639999999999
1246,1294.4325
1247,1354.4830000000002
1248,1461.0135
1249,1460.1295
1250,1524.3005
1251,1597.184
1252,1650.272
1253,1764.212
1254,1885.7269999999999
1255,2044.1635
1256,2152.8540000000003
1257,2393.5429999999997
1258,2515.0895
1259,2674.5815000000002
1260,2960.9375
1261,3137.2605000000003
1262,2986.8705
1263,2837.805
1264,2616.2844999999998
1265,2378.6665000000003
1266,2391.6655
1267,2393.059
1268,2462.14
1269,2554.895
1270,2764.6854999999996
1271,2821.8605
1272,2735.4849999999997
1273,2739.7740000000003
1274,2761.9004999999997
1275,2695.67
1276,2550.2395
1277,2374.09
1278,2583.29
1279,2944.514
1280,3127.74
1281,3296.4255000000003
1282,3628.969
1283,4075.1085000000003
1284,4507.16
1285,4525.2335
1286,4720.9735
1287,4726.5795
1288,4653.6595
1289,4723.258
1290,4694.67
1291,4675.378
1292,4602.9245
1293,4913.3655
1294,5079.7585
1295,5125.971
1296,5077.8935
1297,4962.155000000001
1298,4864.3075
1299,4902.849
1300,4827.6900000000005
1301,4597.9855
1302,4341.050499999999
1303,4345.4305
1304,4284.8585
1305,4245.93
1306,4567.540499999999
1307,4749.9955
1308,4550.033
1309,4316.4915
1310,4217.1635
1311,4016.8835
1312,3733.1385
1313,3516.3925
1314,3668.5085
1315,4062.324
1316,4173.37
1317,4394.977
1318,4435.1720000000005
1319,4410.715
1320,4242.579
1321,4160.662
1322,4064.384
1323,2741.4995
1324,3503.5105000000003
1325,3371.965
1326,3292.9645
1327,3177.331
1328,3221.8819999999996
1329,3213.826
1330,3387.4075000000003
1331,3481.2479999999996
1332,3449.897
1333,3321.1899999999996
1334,3256.199
1335,3173.4215
1336,3121.697
1337,2989.8975
1338,3116.0185
1339,3369.126
1340,3592.4695
1341,3705.0465
1342,3828.9945
1343,3777.382
1344,3687.763
1345,3527.6205
1346,3348.6530000000002
1347,3070.085
1348,2969.9105
1349,2974.023
1350,2950.992
1351,3192.728
1352,3367.6105
1353,3481.8115
1354,3422.732
1355,3616.5
1356,3590.718
1357,3078.827
1358,2699.524
1359,2578.9565000000002
1360,2179.5299999999997
1361,1874.7725
1362,1843.8235
1363,1863.0884999999998
1364,1819.229
1365,1758.9625
1366,1729.0115
1367,1839.0035
1368,1991.2755
1369,2124.9965
1370,2500.544
1371,2651.668
1372,2803.734
1373,2737.64
1374,2784.558
1375,3044.9275
1376,2996.6319999999996
1377,2997.2929999999997
1378,3295.0305
1379,3600.239
1380,3500.239
1381,3314.276
1382,2598.915
1383,2560.8265
1384,2608.065
1385,3249.114
1386,3206.5015000000003
1387,3196.841
1388,3473.058
1389,3540.5434999999998
1390,3652.3415
1391,3988.4545
1392,3887.2395
1393,3928.4865
1394,4039.2749999999996
1395,4088.023
1396,4274.523
1397,4665.0345
1398,5108.644
1399,5341.662
1400,5816.643
1401,5989.503000000001
1402,6180.528
1403,6036.629
1404,6319.7225
1405,6108.2125
1406,5984.6545
1407,5750.974
1408,5534.255999999999
1409,5315.719
1410,5210.57
1411,5127.3245
1412,5077.502
1413,5279.737
1414,5444.368
1415,5533.0225
1416,5567.2445
1417,5799.767
1418,5971.238
1419,6111.8615
1420,6067.095
1421,6234.653
1422,6357.622
1423,6382.411
1424,6530.360000000001
1425,6861.6155
1426,7145.888
1427,7400.496499999999
1428,7475.855
1429,7481.8165
1430,7443.407499999999
1431,7377.204
1432,7295.501
1433,7231.1445
1434,7067.963
1435,7019.8285
1436,7075.1835
1437,7052.952499999999
1438,7022.9555
1439,6933.5965
1440,7011.3045
1441,7023.0175
1442,6998.112499999999
1443,7055.511
1444,6939.499
1445,6830.401
1446,6817.549
1447,6791.3775000000005
1448,6884.634
1449,6930.482
1450,6945.075
1451,7034.4025
1452,6998.7919999999995
1453,6989.9635
1454,6875.4259999999995
1455,6766.2075
1456,6697.1065
1457,6496.546
1458,6378.531999999999
1459,6361.7845
1460,6399.1775
1461,6222.082
1462,6156.2705000000005
1463,6120.8605
1464,5908.1325
1465,5506.8445
1466,5342.9465
1467,5239.777
1468,5162.171
1469,5035.451999999999
1470,5017.761
1471,5114.339
1472,5057.9785
1473,4937.5785
1474,4988.1505
1475,4852.168250000001
1476,4707.567
1477,4521.009
1478,4196.902
1479,4111.9185
1480,4115.9155
1481,4118.7425
1482,4140.957
1483,4079.759
1484,3976.5555000000004
1485,3773.8185000000003
1486,3792.2470000000003
1487,3629.8715
1488,3627.3109999999997
1489,3585.1325
1490,3473.6270000000004
1491,2461.545
1492,3300.4995
1493,3376.9655000000002
1494,3388.958
1495,3428.2595
1496,3366.0175
1497,3417.2174999999997
1498,3501.7655
1499,3697.328
1500,3607.2934999999998
1501,3431.016
1502,3385.7754999999997
1503,3438.5164999999997
1504,3185.4755
1505,3069.2929999999997
1506,2752.968
1507,2655.466
1508,2591.986
1509,2498.1435
1510,2467.5685
1511,2520.7520000000004
1512,2449.3705
1513,2346.714
1514,2177.8985000000002
1515,2109.4480000000003
1516,2127.6220000000003
1517,2059.8639999999996
1518,2081.179
1519,2132.6855
1520,2138.5385
1521,2029.6365
1522,2046.409
1523,2104.1634999999997
1524,2129.147
1525,2043.7365
1526,2021.9945
1527,2073.9955
1528,2223.904
1529,2462.9325
1530,2794.099
1531,3082.6075
1532,3411.8469999999998
1533,3509.737
1534,3650.2515
1535,3739.8050000000003
1536,3751.276
1537,3772.0209999999997
1538,3783.3405000000002
1539,3932.045
1540,3970.31
1541,4057.318
1542,4098.9475
1543,3954.9445
1544,3716.6205
1545,3390.745
1546,3081.6319999999996
1547,2802.7735000000002
1548,2528.286
1549,2140.267
1550,1942.7045
1551,1777.987
1552,1653.741
1553,1560.9540000000002
1554,1526.2005
1555,1505.2359999999999
1556,1444.1135
1557,1408.888
1558,1299.8255
1559,1327.091
1560,1331.6515
1561,1304.384
1562,1306.008
1563,1341.955
1564,1331.1399999999999
1565,1319.2275
1566,1371.5194999999999
1567,1492.1015
1568,1453.088
1569,1603.288
1570,1695.9615
1571,1852.2055
1572,2025.7575
1573,2235.865
1574,2316.026
1575,2416.3005000000003
1576,2393.0395
1577,2136.2445
1578,2181.1465
1579,2026.124
1580,2135.935
1581,2271.6975
1582,2293.036
1583,2233.8325
1584,2111.572
1585,2010.4355
1586,1842.7804999999998
1587,1756.879
1588,1763.7930000000001
1589,1727.4859999999999
1590,1712.442
1591,1767.79
1592,1768.757
1593,1805.771
1594,1943.129
1595,2050.5585
1596,2162.8295
1597,2368.928
1598,2393.8959999999997
1599,2374.464
1600,2276.9955
1601,2176.3625
1602,2079.5879999999997
1603,2283.147
1604,2488.388
1605,2637.4915
1606,2694.8379999999997
1607,2653.9325
1608,2499.7290000000003
1609,2378.8895
1610,2401.4455
1611,2285.435
1612,2214.729
1613,2224.415
1614,2226.9255000000003
1615,2256.8135
1616,2074.994
1617,2029.564
1618,1933.7575
1619,2056.8244999999997
1620,2018.4245
1621,1892.098
1622,1895.6845
1623,1715.5455
1624,1503.0745000000002
1625,1480.6945
1626,1528.7800000000002
1627,1686.8339999999998
